train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ob_Average,ob_Std,ob_Median,ob_Min,ob_Max,eval_ob_Average,eval_ob_Std,eval_ob_Median,eval_ob_Min,eval_ob_Max,score_Average,score_Std,score_Median,score_Min,score_Max,eval_score_Average,eval_score_Std,eval_score_Median,eval_score_Min,eval_score_Max,success_Average,success_Std,success_Median,success_Min,success_Max,eval_success_Average,eval_success_Std,eval_success_Median,eval_success_Min,eval_success_Max,reached_goal_Average,reached_goal_Std,reached_goal_Median,reached_goal_Min,reached_goal_Max,eval_reached_goal_Average,eval_reached_goal_Std,eval_reached_goal_Median,eval_reached_goal_Min,eval_reached_goal_Max,Initial_DataCollection_AverageReturn,step
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-685.7802,0.0,-685.7802,-685.7802,-685.7802,-547.87494,192.40544,-514.73175,-867.0749,-249.77036,4001,21.141997575759888,5.592012405395508,-1.3715605,0.16514279,-1.4001387,-1.6785443,-0.49544448,-1.09575,0.41388544,-1.0516268,-1.9718692,-0.21435405,0.04102005055554104,1.0364488767746747,-7.896355515437227e-16,-2.349014374302758,1.7231048326987488,0.0396493093967917,1.0229613280421272,-5.8573445684326e-16,-2.380769580159179,1.7748826641218598,-0.5486679984643866,0.578889825080242,-0.1914235394033606,-1.6597946148424623,-0.0008777718115036137,-0.4960660374815506,0.45961015618110934,-0.33094926935941316,-1.932460784882268,-0.0008877802238731469,0.602,0.4894854441145313,1.0,False,True,0.296962962962963,0.4569200822805022,0.0,False,True,0.0,0.0,0.0,False,False,0.004888888888888889,0.06974946346977148,0.0,False,True,0,4000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-577.55994,0.0,-577.55994,-577.55994,-577.55994,-616.14374,128.47581,-626.71826,-844.87756,-359.2281,8001,78.29110145568848,19.255462646484375,-1.1551199,0.19444896,-1.2101424,-1.3445464,-0.4159656,-1.2322874,0.32379368,-1.3047649,-1.9205678,-0.16733034,-0.34032409228392296,0.9338455471997038,-6.887834421663411e-16,-2.372879465916325,1.8185620592837985,-0.33074246257652457,0.9265809098563496,-9.095975113700448e-16,-2.366825157455893,1.8254230171542591,-0.5504972400000443,0.3928404716450459,-0.3100553364030444,-1.284698902896443,-0.0019386069938730488,-0.5400473088849331,0.4994736099312012,-0.3363888271776576,-1.8423101641739277,-0.00014951385767295738,0.030666666666666665,0.1724129409940629,0.0,False,True,0.40140740740740743,0.49018312974425293,0.0,False,True,0.0,0.0,0.0,False,False,0.011111111111111112,0.10482201257840673,0.0,False,True,0,8000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-685.802,0.0,-685.802,-685.802,-685.802,-637.2444,190.27232,-674.1926,-937.2883,-241.47124,12001,135.55070543289185,34.52123260498047,-1.371604,0.15457673,-1.4002943,-1.6494663,-0.5719591,-1.2744888,0.42321488,-1.400229,-2.1385014,-0.23129316,-0.3425531139751761,0.9198444283300069,-1.2367908645078241e-15,-2.385724484069069,1.7535372571639691,-0.3351828438240453,0.9301852996923159,-1.234512956156029e-15,-2.373337979864954,1.8199092486763195,-0.7045763746521643,0.37233839023075255,-0.5201277947577216,-1.4939096999341845,-0.06544507579818926,-0.5556005551409969,0.5407885348641297,-0.3387061484741333,-2.129348825825035,-0.00013295261587885354,0.009333333333333334,0.09615727857121491,0.0,False,True,0.2667407407407407,0.44225571558751137,0.0,False,True,0.0,0.0,0.0,False,False,0.006666666666666667,0.08137703743822468,0.0,False,True,0,12000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-230.47571,0.0,-230.47571,-230.47571,-230.47571,-593.0429,199.12503,-516.15955,-896.0453,-332.99078,16001,192.77378582954407,48.475799560546875,-0.46095142,0.119234,-0.4337242,-0.997329,-0.16755898,-1.1860859,0.43500134,-1.0764854,-2.35145,-0.107181974,-0.23760673335821766,0.9759412895498294,-3.8031147233655014e-10,-2.355160703004487,1.7921139751683217,-0.28095734150532453,0.955637367579478,-1.2390147763630222e-15,-2.394846647557833,1.8338222612530215,-0.21412394180844846,0.1723811456564818,-0.24186655450095768,-0.9622142173285368,-5.1703049276929924e-05,-0.5387406192407773,0.49169821605038544,-0.36437269469362304,-2.3073596815793507,-0.00011520758979633589,0.39,0.4877499359302879,0.0,False,True,0.24666666666666667,0.4310710176087256,0.0,False,True,0.026,0.1591351626762608,0.0,False,True,0.014666666666666666,0.12021462288571869,0.0,False,True,0,16000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-409.0739,0.0,-409.0739,-409.0739,-409.0739,-370.07855,122.63138,-366.6115,-611.73254,-211.26968,20001,249.94010090827942,43.63530731201172,-0.81814784,0.2775415,-0.7940273,-1.367298,-0.24605142,-0.74015725,0.31451756,-0.72696674,-1.5524735,-0.07474198,-0.36305538085754935,0.7452800944209736,-0.017504238564217643,-2.365350635265611,1.0360750815469555,-0.40819415010936777,0.7297278919320414,-0.0889210721777346,-2.3624980697349205,1.3042999718750097,-0.4240422997332859,0.262652851557882,-0.3597888366282208,-1.141338043825514,-0.012805078076518626,-0.3770992918515236,0.270888844482928,-0.3276657760125703,-1.3370025826752765,-0.00011486481552636096,0.22933333333333333,0.4204040384624719,0.0,False,True,0.3128888888888889,0.4636695289737783,0.0,False,True,0.024,0.15304901175767188,0.0,False,True,0.07577777777777778,0.26464222295929934,0.0,False,True,0,20000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-443.94238,0.0,-443.94238,-443.94238,-443.94238,-302.35645,116.58811,-279.69592,-531.7271,-138.16425,24001,308.2864785194397,35.75355911254883,-0.88788474,0.040642593,-0.8976719,-0.9311846,-0.6242555,-0.6047129,0.23637627,-0.56358945,-1.0779288,-0.1534055,-0.048051943341163667,0.6576588463483061,2.4499493517284263e-05,-1.6082252232042262,1.374065434767038,-0.048298050767856766,0.5626908209063058,-7.22075166139645e-08,-1.6752621776440615,1.5086767452925287,-0.4516594737817195,0.24358596187430853,-0.4772660906368754,-0.7472280697472162,-0.09421475878539501,-0.2960969867142492,0.2298776401035396,-0.2441561073898029,-0.8191608402757548,-2.915061164343591e-05,0.332,0.47093099282166595,0.0,False,True,0.4197037037037037,0.4935103897600307,0.0,False,True,0.0,0.0,0.0,False,False,0.20133333333333334,0.400996536421728,0.0,False,True,0,24000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-515.0558,0.0,-515.0558,-515.0558,-515.0558,-288.9253,162.76552,-212.18053,-530.1953,-79.20692,28001,366.5469329357147,31.511545181274414,-1.0301116,0.23368797,-1.063206,-1.3518366,-0.5372714,-0.5778506,0.33112517,-0.4460414,-1.1762323,-0.1290765,-0.18452123026793507,0.8121165981501084,-0.020759121621298143,-2.33825258825449,1.7236679391734067,-0.13895401841823543,0.6743420795459516,-2.9357000952990674e-05,-2.2936416968300386,1.7811747257875856,-0.4918176696700269,0.3605949515711985,-0.5090892700762623,-1.2041365642540303,-0.00025096173957617207,-0.2975942734232531,0.24349405551666894,-0.20193208849026423,-1.1548938150945585,-2.933888148787256e-05,0.32266666666666666,0.4674964052149373,0.0,False,True,0.4751851851851852,0.49938384531911567,0.0,False,True,0.0,0.0,0.0,False,False,0.32555555555555554,0.46858204810093734,0.0,False,True,0,28000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-412.74768,0.0,-412.74768,-412.74768,-412.74768,-201.97318,108.80435,-193.34009,-461.21304,-71.76318,32001,424.83230328559875,31.298446655273438,-0.82549536,0.07889492,-0.8333619,-0.94924116,-0.64576197,-0.40394634,0.22027391,-0.3820873,-0.9751449,-0.12549792,-0.2079100954459022,0.6188969196169988,-0.038426238979065615,-1.5881746955576392,1.1443161388099083,-0.10258938019217102,0.6000997893286442,-0.00065695192424836,-2.329977151503896,1.6022189319828557,-0.42677052473280513,0.21700056385094538,-0.43263941290627056,-0.80926525244653,-0.052463529306207346,-0.19250486535806163,0.18304723467793266,-0.1479483697364843,-0.9643927654533923,-3.649001452776801e-06,0.20333333333333334,0.40247843282452894,0.0,False,True,0.5634814814814815,0.49595372920154185,1.0,False,True,0.0,0.0,0.0,False,False,0.33111111111111113,0.4706129441588667,0.0,False,True,0,32000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-291.19696,0.0,-291.19696,-291.19696,-291.19696,-197.32498,74.5956,-182.66687,-316.74194,-58.091785,36001,483.10164427757263,29.013736724853516,-0.58239394,0.037499752,-0.5853233,-0.6987376,-0.41326395,-0.3946499,0.15082555,-0.3597852,-0.6925119,-0.0950963,-0.1481828792641977,0.7423119966746068,-1.9673141828713473e-05,-1.881341997181538,1.6169393611676879,-0.08821860103896637,0.5758283801018736,-9.554804763530301e-06,-1.6205695057635578,1.657358982397874,-0.2966944499027177,0.15969355872634886,-0.40826399753752307,-0.6315607093003017,-0.03315431450467898,-0.19072118080058742,0.15206709208837807,-0.12952041297289998,-0.6290981100132244,-5.211426175011358e-05,0.3393333333333333,0.4734830749057693,0.0,False,True,0.6202962962962963,0.48531309594672356,1.0,False,True,0.0,0.0,0.0,False,False,0.13977777777777778,0.3467563274365501,0.0,False,True,0,36000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-149.77411,0.0,-149.77411,-149.77411,-149.77411,-144.6158,36.224064,-149.37103,-208.18073,-73.53145,40001,540.5149970054626,27.134113311767578,-0.2995482,0.05092896,-0.29231966,-0.6404061,-0.20768766,-0.2892316,0.07938223,-0.285874,-0.74702144,-0.14413461,-0.04779036322145436,0.622174446193994,-0.006885445541513461,-1.1028063667212697,1.6663225380571376,-0.01930947748339456,0.536559299629263,-3.649468545752197e-08,-1.6337449834644016,1.6320701752725795,-0.1308518611608326,0.11684213489075028,-0.074317901718494,-0.48962486902687646,-0.008584713578687841,-0.14187891356866508,0.09927670143185917,-0.12201672378969441,-0.6082921573758309,-3.450320321951583e-05,0.658,0.47437959483940706,1.0,False,True,0.7353333333333333,0.44115555331676626,1.0,False,True,0.906,0.2918287168871494,1.0,False,True,0.5584444444444444,0.4965724991515138,1.0,False,True,0,40000
