train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ee_pose_success_Average,ee_pose_success_Std,ee_pose_success_Median,ee_pose_success_Min,ee_pose_success_Max,eval_ee_pose_success_Average,eval_ee_pose_success_Std,eval_ee_pose_success_Median,eval_ee_pose_success_Min,eval_ee_pose_success_Max,euclidean_distance_Average,euclidean_distance_Std,euclidean_distance_Median,euclidean_distance_Min,euclidean_distance_Max,eval_euclidean_distance_Average,eval_euclidean_distance_Std,eval_euclidean_distance_Median,eval_euclidean_distance_Min,eval_euclidean_distance_Max,target_coord_Average,target_coord_Std,target_coord_Median,target_coord_Min,target_coord_Max,eval_target_coord_Average,eval_target_coord_Std,eval_target_coord_Median,eval_target_coord_Min,eval_target_coord_Max,reached_goal_Average,reached_goal_Std,reached_goal_Median,reached_goal_Min,reached_goal_Max,eval_reached_goal_Average,eval_reached_goal_Std,eval_reached_goal_Median,eval_reached_goal_Min,eval_reached_goal_Max,Initial_DataCollection_AverageReturn,step
500.0,0.0,500.0,500,500,374.0,205.76950918221803,500.0,34,500,73.46708,0.0,73.46708,73.46708,73.46708,287.793,438.18225,22.881405,4.1788964,1005.8477,4001,40.57745933532715,-0.8660289645195007,0.14693415,0.05546905,0.16069606,0.0013561352,0.1985352,0.7695,26.993134,0.021264765,0.00039533878,1000.0,0.0,0.0,0.0,False,False,0.0007292173067574137,0.02699417620296903,0.0,False,True,0.226548102318021,0.12900649853970733,0.18282405906809956,0.1616788833350222,0.6603116367462043,0.4144669708617268,0.15451920072175665,0.38507057641606185,0.09039702805552134,0.7835767508122654,0.12962429951141982,0.4718918497282821,-0.1297290798697976,-0.27321637691162803,0.7918183553156851,0.12665877925366356,0.3640776046387977,0.0055518539094346064,-0.3387241994365222,0.7599302968297746,0.872,0.3340898082851377,1.0,False,True,0.3303354399611084,0.47033385702797265,0.0,False,True,0,4000
500.0,0.0,500.0,500,500,452.7,141.9,500.0,27,500,3.2886648,0.0,3.2886648,3.2886648,3.2886648,109.82625,297.42975,7.085837,1.5370529,1001.5483,8001,121.0817883014679,-21.966861724853516,0.0065773297,0.005598168,0.007068434,0.003320004,0.10431334,0.2426027,14.860661,0.014543495,0.0001767368,1000.0,0.0,0.0,0.0,False,False,0.0002208968411751712,0.014860957094370809,0.0,False,True,0.5129380431300495,0.04065664260572169,0.4952118324120208,0.22603560598203704,0.5707789239728602,0.4682842674822662,0.15019874009613235,0.42306114862740757,0.09578903239233826,0.8640848938039202,0.10152567475610608,0.38212676928468436,-0.03362945080962787,-0.2840315335070244,0.6222380085849706,0.14717081941780635,0.381333064505118,0.05089248707347527,-0.338252470367958,0.7910245764755771,0.004,0.06311893535223802,0.0,False,True,0.16478904351667772,0.37099004656936047,0.0,False,True,0,8000
443.0,0.0,443.0,443,443,259.47058823529414,232.07963076776264,199.0,1,500,1015.957,0.0,1015.957,1015.957,1015.957,544.287,485.02625,1000.0,9.922219,1003.8078,12001,196.52436184883118,-99.53042602539062,2.2933567,47.45608,0.025652692,0.0029951779,1000.0,2.097683,45.121628,0.034126814,0.0014454012,1000.0,0.002257336343115124,0.04745777887500821,0.0,False,True,0.0020403536613012923,0.0451241688924916,0.0,False,True,0.3552536379496052,0.0607694758744452,0.366310676727882,0.0852383341290007,0.5810751690896576,0.34554557054114576,0.11522078875269619,0.33776718787231175,0.03454304365068275,0.6539368346467799,0.14544351003570014,0.307919465072729,0.07290365339172883,-0.19014012469444824,0.5535670014098198,0.1260540838817544,0.3599238849481097,-0.041445620683595474,-0.33776168630184794,0.7918071192009883,0.0744920993227991,0.26257004105815523,0.0,False,True,0.36862389480843344,0.482431672866422,0.0,False,True,0,12000
500.0,0.0,500.0,500,500,323.5,236.8500882113289,500.0,1,500,18.282015,0.0,18.282015,18.282015,18.282015,362.1041,476.00516,9.940866,3.0194993,1002.7051,16001,275.4656386375427,-168.2655792236328,0.03656403,0.009396367,0.036148578,0.027137194,0.14148647,1.1193328,33.207592,0.017231015,0.0014237486,1000.0,0.0,0.0,0.0,False,False,0.001103996467211305,0.03320809628707568,0.0,False,True,0.33241565887274305,0.014788151400863472,0.3320117637904768,0.19555512038819778,0.36068500040640916,0.43629718648502536,0.06141559206677451,0.40610443463188944,0.0511100572906424,0.6554462030313561,0.1592418229495246,0.32348591343616956,0.2584757178751423,-0.2771298010989308,0.4963795520723623,0.22211111778101703,0.33445113857060377,0.3635281888128952,-0.33446297981245,0.7913662094709935,0.016,0.12547509713086502,0.0,False,True,0.011039964672113049,0.10448963514220701,0.0,False,True,0,16000
500.0,0.0,500.0,500,500,346.61538461538464,230.07742458089007,500.0,1,500,2.7492166,0.0,2.7492166,2.7492166,2.7492166,327.6992,449.18735,30.40773,4.1050153,1000.40704,20001,351.6705768108368,-220.02752685546875,0.005498433,0.0020222357,0.00552967,0.0013885993,0.03952844,0.9454259,29.77953,0.026097845,0.0026075898,1000.0,0.0,0.0,0.0,False,False,0.000887705281846427,0.02978115614241678,0.0,False,True,0.5242196305366862,0.028336822680258437,0.5197627139358468,0.3230734885752335,0.6579459777949571,0.34785114843884557,0.10825667841911271,0.36459025659157807,0.08443389977637537,0.594932896708561,0.05464725825576017,0.37915655902871476,-0.08042669800832875,-0.32721070588026113,0.5715791786558704,0.12950421798547024,0.35001903965423803,0.06255266234042417,-0.3396088436202181,0.7629222111867209,0.0,0.0,0.0,False,False,0.3229027962716378,0.46758590700703867,0.0,False,True,0,20000
500.0,0.0,500.0,500,500,450.1,149.70000000000002,500.0,1,500,4.0159407,0.0,4.0159407,4.0159407,4.0159407,108.687035,297.17505,8.438094,1.2750535,1000.0,24001,427.92362809181213,-228.84046936035156,0.008031881,0.010557101,0.0066223387,0.005398305,0.12512377,0.2414731,14.903531,0.014889695,0.002139685,1000.0,0.0,0.0,0.0,False,False,0.00022217285047767163,0.01490380789268911,0.0,False,True,0.49539403395513043,0.031809493109608684,0.5017306749549773,0.20784518967406768,0.5221670270137398,0.4337786693369318,0.09465714658683136,0.4207085930570112,0.08773806860134205,0.6147096714479395,0.07179919560537877,0.2838070629752292,0.062377513556559405,-0.2709854272578237,0.4240055005174006,0.19414957283740225,0.35938637077727653,0.21592178655579014,-0.316466905796305,0.77616887461668,0.012,0.10888526071052962,0.0,False,True,0.011997333925794268,0.10887331125885377,0.0,False,True,0,24000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,51.465218,0.0,51.465218,51.465218,51.465218,22.667976,17.116756,19.878597,1.2735639,50.53026,28001,503.99865341186523,-217.557861328125,0.102930434,0.020473938,0.10560016,0.018335316,0.29106763,0.045335952,0.037124865,0.04219777,0.0005980824,0.23357971,0.0,0.0,0.0,False,False,0.0,0.0,0.0,False,False,0.23046003846296992,0.028893267918501605,0.22480953481428134,0.12341996226831174,0.399892626398678,0.3629294655882635,0.12430441905591823,0.3165387845201004,0.14542319166364026,0.7421782075357793,0.16859042032953722,0.29535126910654097,0.08575533948600195,-0.14453726948103143,0.5645531909836411,0.16161549975089753,0.3714896713577531,0.1111299433597015,-0.31302587547355915,0.7859532229275445,0.952,0.21376622745419824,1.0,False,True,0.44155555555555553,0.4965724991515139,0.0,False,True,0,28000
500.0,0.0,500.0,500,500,247.41176470588235,220.02033564397138,87.0,2,500,59.590977,0.0,59.590977,59.590977,59.590977,596.9019,490.44635,1000.27637,0.9421593,1036.065,32001,579.4209086894989,-205.96063232421875,0.11918195,0.037934735,0.13171628,0.001365756,0.26419878,2.412585,48.700504,0.0145994285,0.0013379669,1000.0,0.0,0.0,0.0,False,False,0.0023775558725630053,0.048702187842394176,0.0,False,True,0.23800650183166291,0.11280688075958517,0.20271050527721202,0.13310534515268108,0.6596047146753923,0.42211177841534225,0.14161493809901504,0.42267729090833794,0.06999510761462588,0.6616604085281362,0.25678421998364315,0.353652147120859,0.3869710696761773,-0.2265116676365066,0.6098932579112588,0.13238006346175082,0.34403793073809485,0.07922109322235754,-0.3388240821978954,0.7520711518704872,0.92,0.2712931993250107,1.0,False,True,0.2755587256300523,0.4467953830996846,0.0,False,True,0,32000
500.0,0.0,500.0,500,500,411.90909090909093,186.9712931516759,500.0,1,500,2.1475146,0.0,2.1475146,2.1475146,2.1475146,186.6309,383.9966,2.4957561,0.75619227,1002.1588,36001,655.0326976776123,-174.85556030273438,0.004295029,0.011056658,0.002221895,0.0016018533,0.15469706,0.45308766,21.004738,0.003960799,0.00044840024,1000.0,0.0,0.0,0.0,False,False,0.0004414036636504083,0.021004971470014528,0.0,False,True,0.5834481211205559,0.05856744564392693,0.610939483455089,0.18662865161178865,0.6436594036211956,0.535144508266885,0.1239965083245709,0.5531309553539481,0.06692486217463273,0.7709824310541911,0.11164124784595922,0.4156553866678974,-0.04192521018648346,-0.30296855109465404,0.6798175048190152,0.13893838861909585,0.37757657892634033,-0.0789907908023987,-0.33134658454756594,0.7873914997870882,0.01,0.09949874371066199,0.0,False,True,0.116751269035533,0.3211236681001971,0.0,False,True,0,36000
500.0,0.0,500.0,500,500,380.1818181818182,197.23996376440837,500.0,24,500,3.5445695,0.0,3.5445695,3.5445695,3.5445695,291.88663,436.24808,30.365751,1.0739269,1004.6461,40001,729.4959969520569,-160.35443115234375,0.007089139,0.0027803972,0.0075905737,0.0027049005,0.04938187,0.7677554,26.77271,0.020925496,0.0002909273,1000.0,0.0,0.0,0.0,False,False,0.0007173601147776184,0.026773970741063878,0.0,False,True,0.499747369204503,0.03054328309758853,0.48808780165106125,0.30081718792633416,0.5912690144258848,0.38460970632579095,0.13991394704217394,0.3866787135625178,0.0869853909037964,0.814243715531917,0.15599198526442035,0.3638969056443819,-0.09220636985221731,-0.11033119731353788,0.6705135229590162,0.122173399182323,0.3470455224036216,0.08734559459206093,-0.32897325684286605,0.7817532908072417,0.0,0.0,0.0,False,False,0.26087996174079386,0.43911457195465037,0.0,False,True,0,40000
