train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ob_Average,ob_Std,ob_Median,ob_Min,ob_Max,eval_ob_Average,eval_ob_Std,eval_ob_Median,eval_ob_Min,eval_ob_Max,score_Average,score_Std,score_Median,score_Min,score_Max,eval_score_Average,eval_score_Std,eval_score_Median,eval_score_Min,eval_score_Max,success_Average,success_Std,success_Median,success_Min,success_Max,eval_success_Average,eval_success_Std,eval_success_Median,eval_success_Min,eval_success_Max,reached_goal_Average,reached_goal_Std,reached_goal_Median,reached_goal_Min,reached_goal_Max,eval_reached_goal_Average,eval_reached_goal_Std,eval_reached_goal_Median,eval_reached_goal_Min,eval_reached_goal_Max,Initial_DataCollection_AverageReturn,step
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-286.92303,0.0,-286.92303,-286.92303,-286.92303,-296.92432,77.40591,-302.79977,-410.4126,-179.68364,4001,25.505901098251343,3.5813138484954834,-0.57384604,0.17404369,-0.5604619,-0.9604954,-0.18960653,-0.59384865,0.21982428,-0.5618933,-1.3131429,-0.16233537,-0.058016483720099245,0.9237940580899925,-0.00021053391967913173,-2.3430599361873647,1.7299102463192524,-0.09302581598638375,0.921657440771814,-9.90196691869107e-06,-2.353472072944154,1.766072039354956,-0.29311564715203337,0.18424634388353983,-0.21742992717961368,-0.8162931903134696,-0.00017682401530095268,-0.3046706886281979,0.2020777427714581,-0.24031340213488042,-1.0407773193464922,-0.00022149641926855201,0.412,0.49219508327491457,0.0,False,True,0.3588148148148148,0.4796527321763371,0.0,False,True,0.03,0.17058722109231977,0.0,False,True,0.023555555555555555,0.1516597882038106,0.0,False,True,0,4000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-496.93268,0.0,-496.93268,-496.93268,-496.93268,-380.04318,208.20592,-358.44138,-707.78326,-44.492912,8001,98.10535526275635,11.253607749938965,-0.9938654,0.015124271,-0.997149,-1.025606,-0.9139615,-0.7600863,0.41820008,-0.71724933,-1.538856,-0.017200667,-0.25131306867009173,0.5332820308679814,-0.0022477775897181956,-1.6280072148119156,1.2186749310443912,-0.28608480607833175,0.575091207014869,-0.004021406729355796,-1.644099544027544,1.2435464059982793,-0.4725866665019066,0.32556752306834863,-0.6524093393235888,-0.8611672702001709,-1.1095714496089926e-06,-0.34672381358408394,0.36146475515295134,-0.3106182218876677,-1.4756042877837283,-1.4747888846144974e-05,0.3333333333333333,0.4714045207910317,0.0,False,True,0.4445925925925926,0.49692053610651826,0.0,False,True,0.0,0.0,0.0,False,False,0.11244444444444444,0.315912474204525,0.0,False,True,0,8000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-294.6808,0.0,-294.6808,-294.6808,-294.6808,-211.57733,58.487114,-195.37231,-279.25146,-120.90369,12001,170.7139732837677,14.317081451416016,-0.58936155,0.092518255,-0.56392455,-1.0748409,-0.5639245,-0.42315468,0.14376932,-0.35439777,-1.2301797,-0.21004978,-0.45953184602873964,0.760359863702612,-3.913570170380175e-05,-2.021550578359279,1.0815264540043124,-0.4401876571818463,0.8182430988416206,-8.389165792805587e-07,-2.377507967468926,1.4090772485548104,-0.30505909127911257,0.15992030109122196,-0.28354540125811645,-0.77897970737479,-0.0005687177301639361,-0.21799621612495432,0.138036736252876,-0.19193494855526994,-1.1292070171503792,-4.627749378260937e-05,0.3333333333333333,0.4714045207910317,0.0,False,True,0.548,0.49769066698100745,1.0,False,True,0.0,0.0,0.0,False,False,0.21,0.40730823708832603,0.0,False,True,0,12000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-146.02951,0.0,-146.02951,-146.02951,-146.02951,-277.4879,88.2122,-260.7392,-421.17017,-161.91089,16001,242.77768445014954,15.431587219238281,-0.29205903,0.07046035,-0.27851278,-0.72214097,-0.24999462,-0.5549758,0.18393533,-0.50751054,-0.9637287,-0.3026575,-0.39036074642861235,0.6768762483182055,-0.09745475001137544,-1.5346180502875748,0.8209993065614255,-0.2534453861095787,0.6987495690759837,-4.537682687663713e-08,-2.331794443751739,1.3468458117757962,-0.14333003372549738,0.09769448233445854,-0.17804249620312684,-0.6967482932725162,-0.003935013497957995,-0.2407884097296249,0.236567924571733,-0.11401567393222281,-0.935113473141818,-0.00021346907350402317,0.6813333333333333,0.46595946414062916,1.0,False,True,0.5895555555555556,0.49191442596160545,1.0,False,True,0.948,0.2220270253820467,1.0,False,True,0.0,0.0,0.0,False,False,0,16000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-487.54224,0.0,-487.54224,-487.54224,-487.54224,-160.83249,82.93315,-135.95673,-293.6904,-26.051987,20001,315.06011414527893,13.512030601501465,-0.9750845,0.018913595,-0.9742,-1.0902513,-0.87270826,-0.321665,0.18659656,-0.24934313,-1.2822129,-0.037086178,-0.12806742974890423,0.6488775293700502,-4.304452519043034e-08,-2.335837955605028,1.209256165338046,-0.2624413156180304,0.6743712771070596,-2.9864328274971267e-06,-2.335920644258173,1.4086525347805257,-0.44466592947668876,0.345429129551728,-0.22449219884828683,-0.9688695251096037,-6.10848325621749e-05,-0.15670453287620256,0.14676252832002032,-0.12989073412122462,-1.0199119710178217,-1.9443328901203212e-05,0.3426666666666667,0.4746011190697112,0.0,False,True,0.7337037037037037,0.4420210163274722,1.0,False,True,0.0,0.0,0.0,False,False,0.5442222222222223,0.4980405556395266,1.0,False,True,0,20000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-433.05536,0.0,-433.05536,-433.05536,-433.05536,-150.9013,71.9828,-146.38655,-252.58226,-45.10123,24001,387.4957435131073,14.265716552734375,-0.86611074,0.023079723,-0.8613905,-1.0458804,-0.8595115,-0.3018026,0.16153789,-0.29079372,-0.9905537,-0.048625275,-0.1830883060488592,0.5956355227933637,-2.180559650273358e-09,-2.0711360311302034,1.3506376454974662,-0.2621567732460052,0.6383545710375463,-0.000967612002449983,-2.348858160176966,1.3975455251367364,-0.37459067749594405,0.3315248191810297,-0.20182876341068562,-0.9382046560003142,-0.04106628676863441,-0.1575316582586136,0.11934631740622682,-0.13242892347318908,-0.9727337601383454,-3.6186405207853066e-05,0.348,0.47633601585435464,0.0,False,True,0.7136296296296296,0.452064576520111,1.0,False,True,0.0,0.0,0.0,False,False,0.5477777777777778,0.49771204923190004,1.0,False,True,0,24000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-150.8237,0.0,-150.8237,-150.8237,-150.8237,-163.28896,108.002266,-132.29477,-330.06244,-44.75821,28001,459.67911672592163,15.324081420898438,-0.3016474,0.028924452,-0.29717973,-0.54811406,-0.23572615,-0.3265779,0.22525321,-0.24419191,-1.0012445,-0.058320094,-0.26083206268958004,0.8025215178510062,-4.899509956033776e-06,-2.381368743873575,1.609084433861447,-0.3371621014392679,0.7646539579540107,-5.0816950695289464e-06,-2.39968428048148,1.6324059198289251,-0.11853900632937275,0.12867695657808284,-0.045383715881248496,-0.45297919768570183,-0.0007874318997799223,-0.15656503278997952,0.16718683850717617,-0.07463430449310171,-0.90068400276204,-1.3070483309233355e-05,0.6586666666666666,0.4741570297790479,1.0,False,True,0.7387407407407407,0.43932090629807546,1.0,False,True,0.882,0.32260812141048156,1.0,False,True,0.5413333333333333,0.49828862675717933,1.0,False,True,0,28000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-114.7053,0.0,-114.7053,-114.7053,-114.7053,-141.65126,56.641983,-144.05893,-240.32083,-57.994667,32001,531.375999212265,14.70358657836914,-0.2294106,0.14670554,-0.1907319,-0.96858245,-0.16061646,-0.28330252,0.13731135,-0.28539795,-1.3056549,-0.010935784,-0.38130062425695715,0.6308844348885622,-6.941995354060362e-07,-1.6397621061846355,1.642728460944673,-0.3721861745101671,0.6986084526969084,-0.007307726941756344,-2.403657930628167,1.6526071644131295,-0.11565569963551282,0.10649415282101103,-0.06878046026470325,-0.8310786300325635,-0.004007572322081994,-0.1346535459457306,0.12209285484989467,-0.090948321062334,-0.9287123013584174,-0.00016173578320295787,0.9533333333333334,0.21092389359408498,1.0,False,True,0.7668888888888888,0.4228123945530149,1.0,False,True,0.94,0.23748684174075838,1.0,False,True,0.54,0.4983974317750845,1.0,False,True,0,32000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-157.55984,0.0,-157.55984,-157.55984,-157.55984,-127.82408,91.315765,-94.20945,-355.16483,-34.354156,36001,603.2028801441193,14.548608779907227,-0.31511968,0.14109583,-0.28727448,-1.0290335,-0.16210939,-0.25564817,0.19758983,-0.18746077,-1.174857,-0.036269665,-0.2707373098884349,0.649678643970229,-4.498352605214114e-08,-2.1002316505354517,1.6501033217639975,-0.33836188281072954,0.6845116539784092,-7.004156147414676e-05,-2.3442147797674147,1.661678764674348,-0.14426403830528856,0.13756467310424564,-0.12306424671129179,-0.8184465517522037,-2.8951043263000104e-05,-0.11526100961608995,0.14667700187546356,-0.060886217280862645,-1.1634032203235436,-4.920616839099168e-06,0.6606666666666666,0.4734830749057692,1.0,False,True,0.8728148148148148,0.3331803023208235,1.0,False,True,0.928,0.25848791074245614,1.0,False,True,0.7515555555555555,0.4321108682608386,1.0,False,True,0,36000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-45.657204,0.0,-45.657204,-45.657204,-45.657204,-163.91792,94.92557,-155.60721,-320.20386,-43.53572,40001,675.6964528560638,13.19321060180664,-0.091314405,0.0511865,-0.08044954,-0.41421446,-0.07398253,-0.3278359,0.20377943,-0.29580128,-1.0996332,-0.06738575,-0.400847723105121,0.7014866756255158,-0.07778509466504899,-1.9872124815874501,1.612884494853741,-0.4016155112489907,0.7179333381573924,-8.357821238420593e-07,-2.3712196221711075,1.6541299883830676,-0.05095705153210459,0.032498797742201296,-0.04841946528009328,-0.3972223086063343,-0.0320068452817005,-0.14426771380016473,0.1698655332786181,-0.07263659663771532,-1.0991412443092314,-2.9710160294741522e-05,0.9893333333333333,0.10272725484937718,1.0,False,True,0.7648888888888888,0.4240682451483604,1.0,False,True,0.976,0.1530490117576719,1.0,False,True,0.5328888888888889,0.49891714842011026,1.0,False,True,0,40000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-136.79184,0.0,-136.79184,-136.79184,-136.79184,-183.94366,165.05238,-120.97077,-533.51575,-38.60766,44001,748.2306091785431,12.449872970581055,-0.27358368,0.09081387,-0.25210893,-0.86281836,-0.25210893,-0.36788735,0.33930236,-0.21979727,-1.3965907,-0.053399846,-0.28498028352117205,0.7091405607736034,-1.7617109455392024e-08,-2.330751627128522,1.5876019047625136,-0.38967480274849947,0.7386502224508769,-0.007993540897934134,-2.37288101822214,1.719115060399482,-0.132177568760178,0.10113101232044869,-0.11664768497954621,-0.6506063887052981,-0.000779365646555924,-0.1721673210549068,0.23205058763669226,-0.05829237877143428,-1.2086001462952947,-3.336203463604262e-05,0.6526666666666666,0.4761227666147555,1.0,False,True,0.7268148148148148,0.44559515233058955,1.0,False,True,0.93,0.2551470164434615,1.0,False,True,0.5306666666666666,0.4990586694523556,1.0,False,True,0,44000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-133.67789,0.0,-133.67789,-133.67789,-133.67789,-161.48163,104.15483,-165.25702,-388.0026,-45.785183,48001,820.2875151634216,13.046794891357422,-0.26735577,0.07590707,-0.2513306,-0.7922123,-0.2513306,-0.32296324,0.22297898,-0.33219442,-1.3548132,-0.072679706,-0.40896951832032497,0.7254500373481412,-0.006966528847960497,-2.339942562236982,1.5642935584398665,-0.36827224920391277,0.7216830748380267,-0.0008209797369591793,-2.404466659031049,1.564014637687735,-0.12770204976444685,0.0971554489498266,-0.134056730524952,-0.722357727950141,-0.0007423185853833968,-0.1471873368424364,0.17227164239423948,-0.07877646033369039,-1.2547380559369932,-3.131522520217339e-05,0.65,0.47696960070847283,1.0,False,True,0.7314074074074074,0.4432274944055052,1.0,False,True,0.944,0.22992172581119863,1.0,False,True,0.434,0.4956248581336493,0.0,False,True,0,48000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-70.990875,0.0,-70.990875,-70.990875,-70.990875,-176.04419,80.426384,-211.30508,-286.12573,-55.747013,52001,910.6646959781647,12.021265029907227,-0.14198175,0.03417998,-0.13615945,-0.41237783,-0.13342735,-0.3520884,0.18094999,-0.4097705,-1.3019388,-0.06801516,-0.21373554561626984,0.6407240315399841,-1.5344952492651654e-08,-1.6485488107258413,1.3359544725064842,-0.39110791557977126,0.7249945450578411,-0.015209126953386803,-2.3904382253047545,1.5521522515246484,-0.06456321548798909,0.05422750277019938,-0.0543628843429263,-0.3270333413762224,-0.0001034157697725191,-0.16031646820822668,0.16289568629288878,-0.08517567416059102,-1.0652313018965265,-1.2123306037226111e-05,0.988,0.1088852607105296,1.0,False,True,0.7285925925925926,0.4446857616472525,1.0,False,True,0.982,0.132951118836962,1.0,False,True,0.4251111111111111,0.4943598429494326,0.0,False,True,0,52000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-190.93797,0.0,-190.93797,-190.93797,-190.93797,-161.01697,103.85284,-130.5798,-397.243,-35.08053,56001,983.955450296402,11.929939270019531,-0.38187593,0.070286125,-0.36931157,-0.8520822,-0.36553863,-0.32203394,0.22747204,-0.25095206,-1.2649952,-0.05092666,-0.39607635551920356,0.718864489753843,-2.929303607677734e-06,-2.383376185118169,1.5509837630490373,-0.4014596675785039,0.7189148094793789,-9.538831824375038e-07,-2.3754914813057892,1.617918978466606,-0.16359600441395683,0.15327365627179357,-0.05922719404176071,-0.8437145419564246,-0.0017700331271487402,-0.15059414707291296,0.1706981775809632,-0.08866190080481351,-1.261329506617804,-1.7824725579290712e-06,0.6666666666666666,0.4714045207910317,1.0,False,True,0.7625185185185185,0.42553968961172384,1.0,False,True,0.0,0.0,0.0,False,False,0.6328888888888888,0.4820171607006088,1.0,False,True,0,56000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-263.44476,0.0,-263.44476,-263.44476,-263.44476,-154.08142,75.85494,-146.19322,-278.21875,-35.043964,60001,1056.6809344291687,11.164155960083008,-0.5268895,0.07700991,-0.51119566,-1.0423702,-0.51119566,-0.30816287,0.18963051,-0.25951275,-1.2301388,-0.03299513,-0.49824437213356704,0.7417878825189931,-0.04976441124313078,-2.376356149203731,1.3051023484128383,-0.37628391329471966,0.7691560988522664,-0.027108616512381462,-2.3939624217702797,1.6272639104897777,-0.2381088902126471,0.1944698775223888,-0.1741055904776715,-1.0395785925123724,-0.0002536118434287851,-0.1419312206433135,0.15328693859047493,-0.07785149182434653,-1.1882898336437968,-1.806296593255194e-05,0.6666666666666666,0.4714045207910317,1.0,False,True,0.728,0.44498988752554813,1.0,False,True,0.0,0.0,0.0,False,False,0.6151111111111112,0.4865690414512266,1.0,False,True,0,60000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-27.09853,0.0,-27.09853,-27.09853,-27.09853,-133.57655,62.47771,-140.4784,-256.1851,-36.08506,64001,1129.6250703334808,12.01736068725586,-0.054197058,0.06574075,-0.038153537,-0.40279338,-0.010548317,-0.2671531,0.17301725,-0.26005316,-1.4129354,-0.039512563,-0.36102998959302524,0.6848933527496851,-0.02316224482921699,-1.9344421925350446,1.6268131502087744,-0.4010520658852489,0.7036523104855914,-0.004831226006774677,-2.39164862881918,1.6387033450214623,-0.027032949077034015,0.04109674355187529,-0.016541542067031567,-0.3630446217272618,-0.00021548852893826798,-0.12164069137297469,0.13773934743068583,-0.06897373488619479,-1.357253291547545,-2.651265994735308e-05,0.9866666666666667,0.11469767022723504,1.0,False,True,0.7898518518518518,0.40741367671943973,1.0,False,True,0.97,0.17058722109231975,1.0,False,True,0.7177777777777777,0.45008092550803885,1.0,False,True,0,64000
500.0,0.0,500.0,500,500,500.0,0.0,500.0,500,500,-224.98215,0.0,-224.98215,-224.98215,-224.98215,-106.85251,56.587543,-90.43477,-229.58159,-38.648746,68001,1202.5927696228027,10.741399765014648,-0.44996428,0.066213034,-0.43593985,-0.9212391,-0.43592095,-0.21370502,0.15717518,-0.14368999,-1.3524866,-0.012692659,-0.4584903078213325,0.7067253855899982,-0.09638104680820864,-2.3586363375056676,1.3276280534391915,-0.35501053883081596,0.7153643587443659,-0.022525894298456306,-2.3767689827236382,1.659646415028916,-0.19344606048944918,0.17756491801736665,-0.08377364413841536,-0.9173543021806514,-0.0002303132572635258,-0.10731124348439966,0.10928062065443994,-0.06937091981935596,-1.083810414296211,-1.8701553034759788e-06,0.6666666666666666,0.4714045207910317,1.0,False,True,0.8657777777777778,0.3408909169865789,1.0,False,True,0.0,0.0,0.0,False,False,0.8508888888888889,0.356197961328137,1.0,False,True,0,68000
